Student_ID,First_Name,Last_Name,Gender,Date_of_Birth,Admission_Date,Class_Section,Class_Level,Religion,Tribe,State_of_Origin,Parent_Name,Parent_Occupation,Parent_Income,Academic_Performance,Attendance_Rate,Special_Needs
32185,Chinenye,Nwafor,Female,1993-09-28,2017-10-22,D,SS3,Christianity,Igbo,Imo,John Nwafor,Make,346400,15,69.08911301,No
28344,Ebere,Akabueze,Female,2001-01-15,2020-01-19,D,SS1,Christianity,Igbo,Abia,Paul Akabueze,Orthoptist,103972,62,31.99520084,Yes
81636,Adaobi,Eze,Male,2006-03-27,2016-12-21,C,SS3,Traditional,Igbo,Anambra,Umar Eze,Claims inspector/assessor,204354,84,82.77720179,Yes
74004,Ebube,Nwafor,Male,1984-05-24,2018-05-14,B,SS3,Traditional,Igbo,Enugu,Fatimah Nwafor,Equities trader,61153,83,16.48917983,Yes
34123,Kenechukwu,Nwafor,Male,1986-04-25,2019-11-13,B,SS1,Traditional,Igbo,Abia,Amina Nwafor,Professor Emeritus,454907,90,94.78591326,Yes
81058,Ejike,Anyikwa,Female,2001-01-28,2016-04-28,B,SS2,Christianity,Igbo,Imo,Joseph Anyikwa,Designer furniture,312373,65,26.12852695,Yes
94123,Chizoba,Nduka,Female,2004-09-08,2020-08-20,D,SS1,Christianity,Igbo,Anambra,Joseph Nduka,Emergency planning/management officer,212316,43,76.87413817,Yes
17698,Ada,Anyanwu,Female,1995-01-15,2017-04-28,B,SS1,Christianity,Igbo,Imo,Paul Anyanwu,Academic librarian,348572,35,11.10136424,Yes
78674,Chinenye,Ndukwu,Female,2011-09-22,2019-12-31,B,SS3,Traditional,Igbo,Anambra,Abdullahi Ndukwu,Retail merchandiser,374420,54,12.99163338,Yes
14433,Chinonso,Akabuike,Male,1997-09-10,2017-03-28,C,SS1,Christianity,Igbo,Imo,Mary Akabuike,Clinical cytogeneticist,465392,15,26.62175668,No
19742,Chidera,Okafor,Male,2003-10-09,2017-10-25,C,SS3,Traditional,Igbo,Enugu,Umar Okafor,Research scientist (life sciences),499228,81,14.88068511,No
16358,Ijeoma,Anyikwa,Female,2005-03-09,2018-09-21,D,SS3,Christianity,Igbo,Imo,Paul Anyikwa,Cytogeneticist,151948,78,96.30438704,Yes
10836,Ikenna,Nwafor,Female,1992-04-10,2020-10-31,B,SS3,Traditional,Igbo,Abia,Amina Nwafor,Building surveyor,141815,25,48.85634921,No
64053,Ebube,Ikedionwu,Male,1994-05-25,2016-04-07,C,SS1,Traditional,Igbo,Enugu,Fatimah Ikedionwu,Information officer,149811,35,40.17165689,No
28021,Ikenna,Iwuji,Female,1992-03-13,2019-03-27,D,SS3,Traditional,Igbo,Enugu,Umar Iwuji,Financial controller,106809,8,68.2328731,Yes
92667,Ngozi,Maduka,Male,1992-02-02,2016-07-12,A,SS1,Traditional,Igbo,Abia,Amina Maduka,Optician dispensing,146969,51,94.81428169,Yes
40334,Kalu,Akunna,Male,2010-04-19,2019-01-28,C,SS3,Traditional,Igbo,Abia,Amina Akunna,Immunologist,489975,48,91.89582529,Yes
18908,Adaeze,Anyiam,Male,1986-05-06,2019-08-29,D,SS3,Christianity,Igbo,Anambra,John Anyiam,Engineer manufacturing systems,459120,83,11.69801981,Yes
29795,Chiamaka,Ikediashi,Female,1991-09-09,2020-01-10,D,SS2,Traditional,Igbo,Abia,Amina Ikediashi,Special educational needs teacher,473141,71,39.37968368,Yes
11198,Chinonso,Ikediashi,Female,2005-04-06,2017-10-25,B,SS1,Christianity,Igbo,Enugu,Mary Ikediashi,Chief Operating Officer,479583,31,84.78481607,No
38668,Ifeoma,Nwakamma,Female,2002-11-16,2016-06-17,D,SS2,Traditional,Igbo,Enugu,Fatimah Nwakamma,Engineer aeronautical,166930,70,25.13797079,No
76287,Ikenna,Chukwu,Female,1996-04-23,2017-10-19,D,SS1,Traditional,Igbo,Anambra,Umar Chukwu,Aeronautical engineer,204366,58,76.68103984,Yes
69770,Chinenye,Akabueze,Female,1998-09-09,2016-03-12,D,SS2,Traditional,Igbo,Anambra,Amina Akabueze,Administrator sports,459221,21,18.62538692,No
58916,Chizoba,Ikwuemesi,Female,2009-04-22,2019-08-06,D,SS2,Christianity,Igbo,Abia,Mary Ikwuemesi,Airline pilot,124077,88,80.94352062,No
17923,Obinna,Maduka,Female,2005-12-23,2018-04-18,B,SS2,Traditional,Igbo,Anambra,Abdullahi Maduka,Hotel manager,456988,62,12.45776472,Yes
90980,Kalu,Agunwa,Female,2008-06-27,2018-02-22,D,SS3,Traditional,Igbo,Imo,Abdullahi Agunwa,Community arts worker,275378,82,46.79718959,No
93588,Kenechukwu,Nduka,Male,1991-03-24,2017-07-01,A,SS2,Traditional,Igbo,Enugu,Amina Nduka,Engineer maintenance (IT),261923,20,13.3001364,No
97392,Chinenye,Akunna,Male,2007-12-26,2016-09-16,D,SS2,Christianity,Igbo,Anambra,Joseph Akunna,Electronics engineer,345653,45,38.35333852,No
90808,Chidera,Anyikwa,Female,2005-11-10,2017-03-16,D,SS2,Christianity,Igbo,Anambra,Grace Anyikwa,Building surveyor,343521,66,33.04850995,No
73334,Ijeoma,Ndukwu,Male,2003-01-12,2016-08-03,A,SS2,Christianity,Igbo,Anambra,John Ndukwu,Broadcast engineer,78716,10,76.46818074,Yes
96413,Ada,Ikwuemesi,Male,2009-03-20,2018-04-30,C,SS1,Traditional,Igbo,Enugu,Umar Ikwuemesi,Forensic scientist,263814,25,60.97508202,Yes
73944,Chidera,Ikwuemesi,Female,1989-08-19,2019-06-12,B,SS3,Christianity,Igbo,Anambra,Grace Ikwuemesi,Production manager,376221,21,11.71839817,Yes
12061,Kalu,Ikediashi,Male,2000-09-09,2016-09-10,B,SS2,Christianity,Igbo,Anambra,Paul Ikediashi,Commissioning editor,416832,42,98.47935369,Yes
10866,Chinonso,Anyiam,Female,1994-06-25,2018-07-15,C,SS1,Traditional,Igbo,Abia,Amina Anyiam,Pharmacist hospital,62038,78,46.16158044,Yes
79758,Chinonso,Anyanwu,Female,2006-01-22,2019-11-03,D,SS1,Traditional,Igbo,Abia,Umar Anyanwu,Materials engineer,342504,7,90.35528081,Yes
63914,Kalu,Nwanze,Male,2006-06-27,2019-07-28,D,SS2,Christianity,Igbo,Abia,Joseph Nwanze,Operational researcher,297976,76,28.52259976,Yes
11553,Ifeanyi,Ikpeazu,Male,1989-02-13,2020-06-18,C,SS3,Christianity,Igbo,Abia,Joseph Ikpeazu,Administrator,131265,90,76.61697087,No
12192,Ijeoma,Ikwuemesi,Male,1993-08-29,2017-10-27,D,SS3,Traditional,Igbo,Anambra,Amina Ikwuemesi,Therapist speech and language,258663,45,22.65845687,Yes
79391,Kenechukwu,Chukwu,Male,2001-08-19,2018-03-17,C,SS3,Christianity,Igbo,Abia,John Chukwu,Hydrologist,385669,51,22.21151014,Yes
46010,Chiugo,Akunna,Male,1983-05-12,2017-07-25,D,SS2,Christianity,Igbo,Anambra,Paul Akunna,Lobbyist,111717,52,22.29670677,No
80220,Ngozi,Igbokwe,Female,2005-11-22,2016-06-15,D,SS1,Christianity,Igbo,Imo,John Igbokwe,Network engineer,289694,99,13.3622429,No
47576,Emenike,Eze,Male,1983-04-16,2016-10-14,A,SS3,Traditional,Igbo,Abia,Amina Eze,Minerals surveyor,450446,70,99.20924208,Yes
12246,Chinedu,Anyanwu,Male,2011-04-19,2019-08-24,C,SS3,Christianity,Igbo,Enugu,Joseph Anyanwu,Engineer manufacturing,268997,38,30.88964655,No
75826,Chizoba,Ikwuagwu,Female,1985-04-24,2018-11-28,B,SS3,Traditional,Igbo,Enugu,Umar Ikwuagwu,Industrial buyer,66001,93,97.95835385,No
98346,Ebube,Agunwa,Female,1983-05-29,2018-07-11,D,SS1,Christianity,Igbo,Anambra,Paul Agunwa,Phytotherapist,386559,34,21.74425346,Yes
66436,Chika,Nwosu,Male,1996-12-28,2017-05-26,B,SS1,Traditional,Igbo,Abia,Fatimah Nwosu,Water quality scientist,281729,66,69.83553086,Yes
33496,Chidiebere,Agunwa,Male,1986-04-29,2017-09-09,B,SS2,Christianity,Igbo,Enugu,Grace Agunwa,Theme park manager,141181,94,14.24723866,Yes
24026,Ada,Akunna,Male,2000-11-14,2018-12-21,B,SS1,Christianity,Igbo,Enugu,Grace Akunna,Purchasing manager,442836,96,44.00026495,Yes
22624,Chiamaka,Ani,Female,1986-07-15,2019-07-26,A,SS1,Christianity,Igbo,Anambra,Grace Ani,Volunteer coordinator,163197,20,68.95135397,Yes
78732,Chiamaka,Chukwu,Female,2006-04-29,2020-02-05,A,SS2,Traditional,Igbo,Abia,Amina Chukwu,Therapist horticultural,212268,33,18.60452113,No
29516,Chukwuemeka,Agunwa,Male,1998-03-04,2020-01-17,C,SS1,Traditional,Igbo,Abia,Fatimah Agunwa,Architectural technologist,344471,64,69.69293964,No
35156,Chinenye,Anyanwu,Female,1994-12-17,2020-07-21,D,SS1,Traditional,Igbo,Enugu,Abdullahi Anyanwu,Regulatory affairs officer,429794,33,65.25543003,Yes
91235,Adaobi,Nwakamma,Male,1990-06-19,2017-05-14,D,SS2,Traditional,Igbo,Imo,Fatimah Nwakamma,Ambulance person,169595,82,14.17213713,No
79003,Ikechukwu,Anyanwu,Male,2007-09-05,2019-09-19,D,SS1,Christianity,Igbo,Anambra,Mary Anyanwu,Restaurant manager,322626,26,16.79730848,Yes
43084,Ijeoma,Arinze,Female,1992-08-21,2019-01-06,D,SS3,Christianity,Igbo,Anambra,Mary Arinze,IT consultant,368101,59,78.2348208,No
56457,Obinna,Ikwuemesi,Female,1991-07-28,2020-11-06,C,SS2,Christianity,Igbo,Abia,Paul Ikwuemesi,Make,165551,75,33.04233833,Yes
45038,Chika,Chukwu,Male,1989-07-27,2019-04-24,D,SS2,Traditional,Igbo,Imo,Fatimah Chukwu,Airline pilot,220801,100,37.60725602,No
62022,Chinenye,Iwuji,Female,1984-02-28,2016-01-31,D,SS3,Christianity,Igbo,Abia,Mary Iwuji,Freight forwarder,401349,11,30.12644456,Yes
20357,Chidiebere,Anyikwa,Male,1983-10-22,2020-10-08,C,SS1,Traditional,Igbo,Enugu,Umar Anyikwa,Public librarian,397363,25,19.09258744,No
58896,Chukwuemeka,Ikpeazu,Male,2004-01-28,2017-09-08,A,SS1,Christianity,Igbo,Abia,Joseph Ikpeazu,Music therapist,365831,14,30.50424313,No
63218,Obinna,Akunna,Male,1986-02-16,2016-08-29,D,SS2,Traditional,Igbo,Anambra,Fatimah Akunna,Solicitor,239688,18,25.68783844,No
70161,Ebube,Umeh,Male,1984-12-07,2020-12-02,A,SS1,Traditional,Igbo,Enugu,Fatimah Umeh,Chief Technology Officer,390886,12,26.33819175,No
84055,Ada,Nwafor,Male,2003-03-20,2017-03-25,A,SS1,Christianity,Igbo,Abia,Mary Nwafor,Pharmacist hospital,177906,13,44.09491931,Yes
41877,Ikenna,Ikwuagwu,Male,2005-05-05,2018-10-02,D,SS2,Christianity,Igbo,Enugu,Grace Ikwuagwu,Theatre manager,322739,8,97.55717554,Yes
39603,Kenechukwu,Ikwuagwu,Female,2011-06-05,2018-09-10,B,SS1,Christianity,Igbo,Anambra,Paul Ikwuagwu,Web designer,122625,17,81.69463641,Yes
49318,Adanna,Anyikwa,Male,1990-05-18,2016-02-14,B,SS2,Traditional,Igbo,Abia,Amina Anyikwa,Make,394593,69,24.24914771,Yes
99658,Adanna,Akunna,Female,2003-05-24,2017-04-12,D,SS1,Traditional,Igbo,Enugu,Abdullahi Akunna,Recycling officer,344205,60,75.96436667,Yes
20566,Ebube,Anyikwa,Male,2004-09-16,2019-11-26,C,SS3,Christianity,Igbo,Anambra,Paul Anyikwa,Aid worker,446892,67,32.87466794,Yes
95686,Adaeze,Anyiam,Male,1987-02-22,2017-04-03,C,SS3,Christianity,Igbo,Enugu,John Anyiam,Museum/gallery conservator,59174,7,84.91634471,Yes
95182,Ebube,Nwankwo,Female,2007-02-03,2020-03-31,D,SS3,Christianity,Igbo,Enugu,Paul Nwankwo,Arboriculturist,488289,32,47.05483937,No
14152,Adaugo,Ani,Male,1987-01-31,2018-09-10,C,SS3,Traditional,Igbo,Abia,Abdullahi Ani,Ranger/warden,479272,91,35.49774095,Yes
22255,Obinna,Ikwuagwu,Female,1985-12-09,2016-12-18,A,SS1,Traditional,Igbo,Imo,Fatimah Ikwuagwu,Chartered legal executive (England and Wales),199265,46,21.36163771,Yes
63120,Chizoba,Ikwuagwu,Male,2003-07-29,2019-06-16,D,SS1,Traditional,Igbo,Imo,Umar Ikwuagwu,Public relations officer,484117,90,37.3851349,No
59710,Ikenna,Ikwuagwu,Male,1987-06-03,2018-03-27,D,SS2,Christianity,Igbo,Imo,Joseph Ikwuagwu,Forensic psychologist,51610,72,55.0537571,No
82443,Ngozi,Arinze,Male,1995-10-17,2020-06-05,B,SS1,Christianity,Igbo,Abia,Joseph Arinze,Speech and language therapist,230713,55,36.85609303,Yes
72390,Chinedu,Nwankwo,Male,2005-05-02,2016-01-12,B,SS3,Traditional,Igbo,Anambra,Abdullahi Nwankwo,Chief Executive Officer,263632,97,82.374152,Yes
93459,Ebere,Ikwuagwu,Male,2008-12-27,2019-10-31,D,SS2,Traditional,Igbo,Imo,Fatimah Ikwuagwu,Charity fundraiser,397908,80,64.84707154,No
11238,Kalu,Okafor,Female,2005-01-16,2017-01-25,A,SS2,Traditional,Igbo,Abia,Fatimah Okafor,Financial trader,111763,8,48.53771144,Yes
32463,Ejike,Okafor,Male,2002-04-05,2019-10-28,C,SS1,Traditional,Igbo,Enugu,Abdullahi Okafor,Chief Marketing Officer,124688,87,10.44788745,No
20837,Chinonso,Ndukwu,Female,2010-04-30,2020-12-01,A,SS3,Traditional,Igbo,Anambra,Abdullahi Ndukwu,Programme researcher broadcasting/film/video,414455,11,33.7337991,No
75517,Ijeoma,Igbokwe,Female,1989-04-15,2016-10-29,B,SS1,Christianity,Igbo,Abia,Grace Igbokwe,Museum education officer,346887,60,56.07989452,No
66873,Emeka,Ikedionwu,Male,1986-10-09,2016-04-23,C,SS3,Traditional,Igbo,Abia,Abdullahi Ikedionwu,Leisure centre manager,369819,8,48.64588922,Yes
94529,Chiugo,Nwanze,Female,2006-09-02,2017-11-10,D,SS2,Traditional,Igbo,Imo,Umar Nwanze,Financial controller,277618,64,34.08604194,Yes
53420,Adaugo,Ani,Female,1989-04-08,2017-08-06,B,SS3,Christianity,Igbo,Imo,Grace Ani,Trade mark attorney,228960,39,77.08807979,No
84167,Obinna,Arinze,Female,1991-08-15,2019-07-29,C,SS1,Christianity,Igbo,Anambra,John Arinze,Psychotherapist child,65697,90,75.67142533,Yes
22499,Emeka,Anyikwa,Male,1993-01-08,2020-08-23,B,SS3,Christianity,Igbo,Anambra,Joseph Anyikwa,Animal nutritionist,337966,6,62.5008927,No
79226,Obinna,Maduka,Male,1998-11-21,2017-05-31,B,SS3,Traditional,Igbo,Imo,Abdullahi Maduka,IT trainer,471834,82,42.09483178,No
15577,Ejike,Anyikwa,Female,2005-06-22,2019-03-19,A,SS2,Traditional,Igbo,Anambra,Abdullahi Anyikwa,Insurance claims handler,495105,30,49.35388682,No
40115,Chinedu,Akachukwu,Female,1985-07-29,2017-11-02,A,SS1,Christianity,Igbo,Abia,Mary Akachukwu,Sub,461081,78,50.84353601,No
37710,Ada,Akabuike,Female,2004-09-25,2018-12-17,A,SS3,Christianity,Igbo,Imo,Mary Akabuike,Production engineer,127197,21,70.30188607,No
84289,Ngozi,Iwuji,Male,1998-06-06,2017-10-13,D,SS2,Christianity,Igbo,Anambra,Grace Iwuji,Engineer technical sales,262982,47,66.25921399,Yes
72324,Adaobi,Chukwu,Female,1992-05-27,2017-08-16,D,SS2,Traditional,Igbo,Imo,Amina Chukwu,Visual merchandiser,359598,15,88.02726458,No
45532,Adanna,Arinze,Male,2009-03-06,2020-11-27,A,SS1,Christianity,Igbo,Enugu,Mary Arinze,Paediatric nurse,450086,77,31.82526704,No
16102,Chioma,Eze,Male,1997-07-12,2016-02-14,B,SS3,Christianity,Igbo,Imo,Mary Eze,Chief of Staff,238073,81,69.56839116,Yes
19744,Amaka,Okafor,Female,2006-07-21,2019-02-24,D,SS3,Christianity,Igbo,Imo,John Okafor,Administrator,335475,81,59.51318188,Yes
99709,Adaobi,Nduka,Female,2005-09-18,2019-02-04,B,SS3,Christianity,Igbo,Imo,Joseph Nduka,Conservation officer historic buildings,404709,34,66.25778938,Yes
46749,Chinonso,Anyikwa,Female,2009-03-12,2016-02-20,D,SS2,Traditional,Igbo,Abia,Abdullahi Anyikwa,Therapist horticultural,126867,90,25.96122478,No
83860,Ada,Anyiam,Male,2009-03-15,2018-07-27,C,SS1,Traditional,Igbo,Imo,Fatimah Anyiam,Air broker,277617,47,52.47079413,Yes
96259,Chiugo,Ikwuemesi,Male,1994-01-02,2018-08-11,C,SS1,Christianity,Igbo,Abia,Paul Ikwuemesi,Risk manager,396511,24,30.88480079,Yes
14312,Chiamaka,Azikiwe,Male,1991-10-04,2020-04-08,D,SS3,Traditional,Igbo,Abia,Umar Azikiwe,Producer television/film/video,189480,78,46.42892722,Yes
33508,Ejike,Chukwu,Female,1988-07-05,2017-01-22,C,SS2,Christianity,Igbo,Abia,Joseph Chukwu,Broadcast presenter,99019,42,79.6957328,No
51220,Ijeoma,Ikwuagwu,Male,2009-07-25,2020-03-30,D,SS2,Christianity,Igbo,Anambra,Paul Ikwuagwu,Retail buyer,460832,96,40.11475095,No
12052,Chinenye,Okafor,Male,1985-07-08,2019-11-17,A,SS1,Christianity,Igbo,Abia,John Okafor,Education officer community,338680,99,25.98072804,Yes
86943,Obinna,Anyanwu,Female,1992-06-08,2019-07-10,A,SS2,Traditional,Igbo,Imo,Fatimah Anyanwu,Psychologist educational,250505,16,44.52835022,Yes
28899,Ejike,Anyanwu,Male,2009-06-10,2019-06-29,C,SS2,Christianity,Igbo,Imo,Paul Anyanwu,Haematologist,350371,65,96.38344308,No
62205,Adaeze,Ikediashi,Male,1985-02-14,2018-12-28,B,SS1,Traditional,Igbo,Imo,Umar Ikediashi,Systems analyst,248336,15,43.38336805,No
20084,Emenike,Okeke,Female,1996-01-10,2018-12-30,C,SS3,Traditional,Igbo,Abia,Fatimah Okeke,Network engineer,230731,24,39.92640615,No
49226,Chiamaka,Akachukwu,Male,1996-03-22,2020-08-12,B,SS2,Traditional,Igbo,Abia,Amina Akachukwu,Social worker,263345,24,86.23563898,Yes
31292,Ifeoma,Ndukwu,Female,1994-04-27,2019-08-16,D,SS2,Christianity,Igbo,Imo,Joseph Ndukwu,Art therapist,380486,20,34.07599661,No
83919,Chinedu,Ani,Male,1985-01-16,2020-06-13,C,SS3,Christianity,Igbo,Enugu,John Ani,Forensic scientist,88170,65,78.76275443,No
41519,Ezinne,Akunna,Male,1991-10-15,2018-11-09,A,SS1,Christianity,Igbo,Imo,Mary Akunna,Textile designer,484747,51,45.10780526,No
84277,Adaugo,Nwankwo,Female,2010-08-28,2016-12-18,B,SS3,Christianity,Igbo,Anambra,Mary Nwankwo,Commercial/residential surveyor,163577,97,24.19354493,Yes
61007,Chidera,Nwakamma,Female,1992-01-03,2017-06-30,D,SS3,Traditional,Igbo,Imo,Fatimah Nwakamma,Scientist forensic,57829,34,80.8780788,No
98740,Chidiebere,Ikediashi,Male,1989-01-20,2019-11-26,A,SS2,Christianity,Igbo,Imo,Paul Ikediashi,Recycling officer,344541,33,88.51036986,Yes
80852,Ikechukwu,Eze,Male,1997-12-28,2019-08-23,A,SS2,Traditional,Igbo,Anambra,Abdullahi Eze,Ecologist,302669,30,55.98073099,No
53480,Chinenye,Eze,Female,1985-05-12,2019-03-05,A,SS1,Christianity,Igbo,Enugu,Mary Eze,Production engineer,474013,73,65.76296711,No
60311,Chizoba,Akunna,Female,1999-09-24,2017-07-03,D,SS3,Christianity,Igbo,Imo,Joseph Akunna,Hospital doctor,273322,60,47.49001151,Yes
28343,Chinonso,Ikwuagwu,Male,1989-10-29,2020-09-13,D,SS1,Traditional,Igbo,Anambra,Umar Ikwuagwu,Designer textile,101512,25,37.01316744,Yes
20279,Kalu,Anyiam,Female,2003-10-07,2017-05-20,C,SS1,Christianity,Igbo,Anambra,Grace Anyiam,Archaeologist,402327,22,33.99409333,No
75639,Chinenye,Iwuji,Male,1996-05-11,2020-08-13,D,SS3,Christianity,Igbo,Imo,Joseph Iwuji,Horticultural therapist,485481,4,80.44806487,Yes
55332,Chidera,Ndukwu,Male,1989-01-26,2019-09-16,B,SS3,Traditional,Igbo,Enugu,Abdullahi Ndukwu,Tourist information centre manager,409489,48,43.25265221,Yes
17038,Chidera,Ikediashi,Male,2004-12-17,2019-03-31,B,SS3,Christianity,Igbo,Abia,Mary Ikediashi,Learning disability nurse,126397,39,32.42922348,Yes
22803,Ikenna,Ikwuagwu,Female,1999-09-29,2018-06-04,C,SS2,Christianity,Igbo,Anambra,Joseph Ikwuagwu,Physiological scientist,451862,21,86.4096416,No
67290,Chizoba,Anyikwa,Female,1986-09-09,2019-09-21,B,SS1,Christianity,Igbo,Enugu,Joseph Anyikwa,Clinical molecular geneticist,149764,20,72.81722742,No
40427,Chizoba,Nwoye,Male,1987-11-23,2018-05-30,B,SS3,Traditional,Igbo,Enugu,Amina Nwoye,Designer fashion/clothing,473222,16,24.33285613,Yes
19963,Amaka,Nwakamma,Male,2001-05-24,2016-11-04,B,SS2,Christianity,Igbo,Abia,Grace Nwakamma,Camera operator,327088,50,89.03412469,No
54642,Adaobi,Anyiam,Male,2009-02-26,2016-09-29,D,SS3,Christianity,Igbo,Anambra,Mary Anyiam,Engineer civil (contracting),214466,24,79.97092269,Yes
89320,Chinedu,Nwafor,Female,1997-09-03,2016-11-18,B,SS2,Christianity,Igbo,Abia,Joseph Nwafor,Race relations officer,349634,50,95.40750045,Yes
90460,Chukwuemeka,Nwoye,Female,1990-06-07,2016-10-05,A,SS2,Traditional,Igbo,Enugu,Amina Nwoye,Radiographer diagnostic,226607,88,93.14235515,No
88067,Emeka,Ndukwu,Female,2003-11-22,2016-02-21,D,SS1,Traditional,Igbo,Enugu,Umar Ndukwu,Fisheries officer,443437,43,45.44260158,Yes
61996,Adaugo,Agunwa,Male,2004-11-21,2019-07-01,B,SS3,Traditional,Igbo,Enugu,Fatimah Agunwa,Accountant chartered public finance,113012,89,74.77112613,No
52778,Ejike,Ikwuagwu,Female,1986-08-13,2016-11-18,B,SS1,Christianity,Igbo,Abia,Joseph Ikwuagwu,Naval architect,182084,35,70.0231018,No
13883,Adaobi,Akabuike,Female,1998-01-09,2020-03-22,B,SS2,Traditional,Igbo,Imo,Abdullahi Akabuike,Editor commissioning,492136,77,40.42574807,Yes
93115,Chizoba,Akabuike,Female,2007-05-05,2020-08-19,A,SS3,Traditional,Igbo,Anambra,Amina Akabuike,Mudlogger,150684,84,60.50737144,Yes
45825,Adaeze,Anyanwu,Female,1991-10-24,2016-11-05,B,SS3,Traditional,Igbo,Abia,Amina Anyanwu,Armed forces logistics/support/administrative officer,457486,50,72.88679005,Yes
69054,Chiamaka,Eze,Female,1986-07-07,2019-10-11,B,SS2,Christianity,Igbo,Abia,Mary Eze,Immigration officer,190009,26,72.97387483,Yes
74304,Emenike,Nduka,Male,1984-03-09,2020-04-12,C,SS2,Traditional,Igbo,Enugu,Abdullahi Nduka,Education officer museum,259018,26,46.69499182,No
39902,Amaka,Igbokwe,Female,1985-06-25,2020-12-10,D,SS3,Traditional,Igbo,Abia,Amina Igbokwe,Environmental health practitioner,333885,96,78.57003888,No
56636,Obinna,Anyikwa,Male,1985-05-25,2016-04-11,D,SS3,Christianity,Igbo,Enugu,Paul Anyikwa,Librarian public,128093,96,89.26265045,Yes
82487,Adaugo,Chukwu,Male,2002-06-10,2018-06-19,A,SS2,Traditional,Igbo,Imo,Fatimah Chukwu,Television production assistant,176144,2,61.89280614,Yes
59207,Ngozi,Maduka,Female,2007-10-03,2019-07-30,B,SS2,Traditional,Igbo,Imo,Amina Maduka,Research officer political party,358077,90,89.94038068,Yes
66603,Adaobi,Iwuji,Male,1991-07-12,2017-10-20,A,SS3,Christianity,Igbo,Imo,Grace Iwuji,Estate manager/land agent,467481,71,77.31438996,No
34345,Chinedu,Anyanwu,Male,2009-06-12,2017-11-23,C,SS2,Christianity,Igbo,Anambra,Paul Anyanwu,Producer television/film/video,455350,27,23.8686375,No
99088,Ebere,Akachukwu,Female,1998-03-04,2019-11-13,A,SS2,Traditional,Igbo,Anambra,Fatimah Akachukwu,Commercial art gallery manager,212918,27,28.22931766,No
86791,Obinna,Okeke,Male,1983-08-22,2020-09-09,D,SS1,Traditional,Igbo,Imo,Umar Okeke,Chiropractor,495520,39,91.97048592,No
96595,Ngozi,Ikwuagwu,Female,1999-12-08,2019-03-29,A,SS1,Christianity,Igbo,Imo,John Ikwuagwu,Development worker international aid,316878,39,77.94803954,Yes
59816,Adaugo,Ikwuagwu,Female,1988-01-24,2016-12-21,C,SS1,Christianity,Igbo,Enugu,Paul Ikwuagwu,Corporate treasurer,192554,40,44.94315419,No
21232,Ifeoma,Chukwu,Male,2005-03-19,2017-08-30,A,SS3,Traditional,Igbo,Anambra,Umar Chukwu,Consulting civil engineer,378225,58,93.14010533,Yes
91083,Ezinne,Nduka,Male,2004-10-14,2019-12-29,C,SS2,Traditional,Igbo,Enugu,Amina Nduka,Trade union research officer,71266,4,23.56610914,No
48715,Adaugo,Nwakamma,Female,1983-01-11,2017-01-21,A,SS1,Traditional,Igbo,Anambra,Fatimah Nwakamma,Surveyor quantity,498075,41,19.29319799,No
42302,Ijeoma,Eze,Male,1984-04-15,2018-12-25,B,SS3,Traditional,Igbo,Anambra,Abdullahi Eze,Aeronautical engineer,65442,66,52.73389621,No
19634,Edidiong,Etuk,Female,2005-08-12,2019-12-12,D,SS2,Christianity,Ibibio,Cross River,Mary Etuk,Primary school teacher,486485,68,24.09888057,No
20752,Ime,Itokwunyene,Male,1996-04-14,2019-07-06,D,SS1,Christianity,Ibibio,Cross River,Grace Itokwunyene,Research scientist (maths),136111,65,51.18999174,Yes
45123,Iniobong,Anya,Male,1992-01-25,2019-05-14,A,SS3,Christianity,Ibibio,Cross River,John Anya,Medical technical officer,300828,67,68.03751709,Yes
30214,Iniobong,Akpan,Male,1988-02-28,2016-01-24,A,SS2,Christianity,Ibibio,Cross River,Grace Akpan,Planning and development surveyor,444439,78,94.0610571,No
59807,Edidiong,Inyang,Female,2006-10-26,2019-03-09,A,SS3,Christianity,Ibibio,Akwa Ibom,Paul Inyang,Advertising art director,167301,76,95.58119087,No
93086,Effiong,Ekpo,Female,1994-03-22,2017-11-26,C,SS2,Traditional,Ibibio,Akwa Ibom,Fatimah Ekpo,Scientist water quality,50512,44,77.04519969,No
30221,Ime,Effiong,Male,1996-04-25,2020-04-25,A,SS1,Christianity,Ibibio,Cross River,Paul Effiong,Merchandiser retail,53414,3,59.23470574,Yes
61068,Aniekan,Etefia,Female,2002-07-21,2018-05-31,A,SS3,Christianity,Ibibio,Akwa Ibom,Mary Etefia,Speech and language therapist,400075,36,30.2144993,Yes
51507,Aniekan,Itokwu,Male,1983-02-16,2018-04-11,A,SS2,Christianity,Ibibio,Akwa Ibom,Grace Itokwu,Claims inspector/assessor,496802,61,34.43081043,Yes
57277,Edidiong,Akpan,Female,2000-07-14,2018-04-01,B,SS3,Traditional,Ibibio,Akwa Ibom,Amina Akpan,Personal assistant,319430,4,94.61675465,No
23965,Emem,Nsikan,Male,2007-01-28,2018-08-13,A,SS3,Traditional,Ibibio,Cross River,Umar Nsikan,Public relations account executive,277671,23,35.79572772,Yes
21995,Inemesit,Itokop,Male,2009-03-26,2019-07-12,D,SS3,Traditional,Ibibio,Cross River,Abdullahi Itokop,Analytical chemist,364778,3,59.36758868,No
